2009-09-20 10:56:53.656,0,0
2009-09-20 10:56:56.390,0,1
2009-09-20 10:57:42.718,0,0
2009-09-20 10:57:48.515,1,1
2009-09-20 10:58:58.468,0,0
2009-09-20 10:59:04.640,1,1
2009-09-20 10:59:14.421,0,0
2009-09-20 10:59:17.906,0,0
2009-09-20 10:59:23.453,1,1
2009-09-20 10:59:44.593,0,0
2009-09-20 10:59:58.734,1,1
2009-09-20 11:00:08.625,0,0
2009-09-20 11:00:21.484,1,1
2009-09-20 11:00:29.781,0,0
2009-09-20 11:00:30.312,1,1
2009-09-20 11:30:21.187,0,0
2009-09-20 11:30:24.296,1,1
2009-09-20 11:30:24.312,1,1
2009-09-20 11:30:24.343,1,1
2009-09-20 11:30:36.281,1,1
2009-09-20 11:30:45.796,1,1
2009-09-20 11:30:58.671,1,1
2009-09-20 11:31:07.281,0,0
2009-09-20 11:31:10.718,1,1
2009-09-20 11:31:17.187,0,0
2009-09-20 11:31:17.718,1,1
2009-09-20 11:31:29.015,1,1
2009-09-20 11:31:36.937,1,1
2009-09-20 11:31:47.921,0,0
2009-09-20 11:31:58.750,1,1
2009-09-20 11:32:02.390,0,0
2009-09-20 11:32:04.390,0,0
2009-09-20 11:32:04.937,1,1
2009-09-20 11:33:38.125,0,0
2009-09-20 11:34:06.453,0,0
2009-09-20 11:34:23.125,0,0
2009-09-20 11:34:30.656,0,0
2009-09-20 11:34:43.296,1,1
2009-09-20 11:34:44.515,1,1
2009-09-20 11:35:03.046,1,1
2009-09-20 11:39:20.359,0,0
2009-09-20 11:39:25.437,1,1
2009-09-20 11:39:33.312,1,1
2009-09-20 11:39:39.593,0,0
2009-09-20 11:39:43.484,1,1
2009-09-20 11:40:05.078,1,0
2009-12-18 23:01:32.025,1,0
2009-12-19 19:56:28.516,1,0
2009-12-19 19:56:51.038,1,1
2009-12-19 19:57:06.040,1,1
2009-12-19 20:00:40.438,0,0
2009-12-19 20:00:48.890,0,0
2009-12-19 20:01:10.371,0,0
2009-12-19 20:01:27.155,0,0
2009-12-19 20:01:36.849,0,0
2009-12-19 20:02:17.878,0,0
2009-12-19 20:02:35.123,0,0
2009-12-19 20:02:41.712,0,0
2009-12-19 20:02:48.933,0,0
2009-12-19 20:02:55.703,0,0
2009-12-19 20:02:59.939,0,0
2009-12-19 20:03:06.909,1,1
2009-12-19 20:03:12.116,1,1
2009-12-19 20:03:13.398,1,1
2009-12-19 20:03:15.801,1,1
2009-12-19 20:03:41.038,1,1
2009-12-19 20:04:15.307,1,1
2009-12-19 20:04:26.743,0,0
2009-12-19 20:04:31.540,1,1
2009-12-19 20:04:51.509,0,0
2009-12-19 20:04:59.310,0,0
2009-12-19 20:05:07.242,1,0
2009-12-19 20:05:13.070,1,1
2009-12-19 20:05:31.226,1,0
2009-12-19 20:05:38.857,1,0
2009-12-19 20:06:01.319,1,0
2009-12-19 20:06:07.018,1,0
2010-07-09 20:37:47.203,0,0
2010-07-09 20:37:51.343,1,1
2010-07-09 20:37:58.062,0,0
2010-07-09 20:37:58.703,1,1
2010-07-09 20:38:10.937,0,0
2010-07-09 20:38:12.796,0,0
2010-07-09 20:38:20.187,0,1
2010-07-09 20:38:20.921,0,1
2010-07-09 20:38:22.468,0,1
2010-07-09 20:38:27.406,0,1
2010-07-09 20:38:33.234,0,1
2010-07-09 20:38:35.453,0,1
2010-07-09 20:38:39.296,0,1
2010-07-09 20:38:41.203,0,1
2010-07-09 20:40:10.421,0,0
2010-07-09 20:40:18.375,0,0
2010-07-09 20:40:28.140,0,0
2010-07-09 20:40:31.890,0,1
2010-07-09 20:40:58.187,0,0
2010-07-09 20:40:59.296,0,1
2010-07-09 20:40:59.984,0,1
2010-07-09 20:41:11.656,1,1
2010-07-09 20:41:21.906,0,0
2010-07-09 20:41:26.765,0,1
2010-07-09 20:41:27.437,0,1
2010-07-09 20:41:39.734,0,0
2010-07-09 20:41:58.406,0,0
2010-07-09 20:42:04.562,0,1
2010-07-09 20:42:19.109,0,0
2010-07-09 20:42:20.125,0,1
2010-07-09 20:42:20.796,0,1
2010-07-09 20:42:30.203,0,1
2010-07-09 20:42:35.000,0,0
2010-07-09 20:42:46.890,0,0
2010-07-09 20:42:49.343,0,0
2010-07-09 20:43:11.531,0,0
2010-07-09 20:43:19.968,0,0
2010-07-09 20:43:24.281,0,0
2010-07-09 20:43:29.671,1,1
2010-07-09 20:43:36.671,0,0
2010-07-09 20:43:50.531,0,0
2010-07-09 20:43:58.468,0,0
2010-07-09 20:44:08.265,0,1
2010-07-09 20:44:20.312,0,0
2010-07-09 20:46:25.484,1,1
2010-07-09 20:46:25.828,1,1
2010-07-09 20:47:00.062,0,0
2010-07-09 20:47:10.718,0,0
2010-07-09 20:47:13.359,0,0
2010-07-09 20:47:24.359,1,1
2010-07-09 20:47:24.375,1,1
2010-07-09 20:47:25.109,1,1
2010-07-09 20:47:33.031,1,1
2010-07-09 20:47:33.859,1,1
2010-07-09 20:47:35.656,1,1
2010-07-09 20:47:37.843,1,1
2010-07-09 20:47:44.390,1,1
2010-07-09 20:47:45.656,1,1
2010-07-09 20:48:15.062,0,0
2010-07-09 20:48:18.859,1,1
2010-07-09 20:48:18.890,1,1
2010-07-09 20:48:20.968,1,1
2010-07-09 20:48:22.359,1,1
2010-07-09 20:48:23.578,1,1
2010-07-09 20:48:24.890,1,1
2010-07-09 20:48:33.781,0,0
2010-07-09 20:48:34.812,1,1
2010-07-09 20:48:40.734,0,0
2010-07-09 20:48:41.718,1,1
2010-07-09 20:48:45.812,0,0
2010-07-09 20:48:46.812,1,1
2010-07-09 20:48:48.953,0,0
2010-07-09 20:48:49.953,1,1
2010-07-09 20:48:52.437,0,0
2010-07-09 20:48:53.437,1,1
2010-07-09 20:48:55.812,0,0
2010-07-09 20:48:56.796,1,1
2010-07-09 20:48:59.953,0,0
2010-07-09 20:49:00.968,1,1
2010-07-09 20:49:03.218,0,0
2010-07-09 20:49:14.953,1,1
2010-07-09 20:49:25.187,0,0
2010-07-09 20:49:26.218,1,1
2010-07-09 20:49:28.812,0,0
2010-07-09 20:49:32.093,0,0
2010-07-09 20:49:41.890,1,1
2010-07-09 20:50:00.640,0,0
2010-07-09 20:50:13.671,0,0
2010-07-09 20:50:14.687,1,1
2010-07-09 20:50:33.078,1,1
2010-07-09 20:50:34.093,0,0
2010-07-09 20:50:35.109,1,1
2010-07-09 20:50:50.046,0,0
2010-07-09 20:50:51.078,1,1
2010-07-09 20:50:55.328,0,0
2010-07-09 20:51:58.468,0,0
2010-07-09 20:52:06.156,0,0
2010-07-09 20:52:09.343,0,0
2010-07-09 20:52:12.609,0,0
2010-07-09 20:52:15.718,0,0
2010-07-09 20:52:18.906,0,0
2010-07-09 20:52:21.562,0,0
2010-07-09 20:52:24.546,0,0
2010-07-09 20:52:27.390,0,0
2010-07-09 20:52:30.390,0,0
2010-07-09 20:52:33.765,1,0
2010-07-15 21:11:46.359,0,0
2010-07-15 21:48:39.203,1,0
2010-07-17 11:08:55.437,1,0
2010-09-19 12:09:45.734,1,0
2010-09-19 12:10:34.218,1,0
2010-09-19 12:11:08.812,1,0
2010-09-19 12:11:21.250,1,0
2010-09-19 12:12:06.921,0,0
2010-09-19 12:12:07.609,1,1
2010-09-19 12:12:22.281,0,0
2010-09-19 12:12:28.500,0,0
2010-09-19 12:12:39.453,1,0
